id,fund_report_id,company_id,company_name,report_date,investment_date,invested_capital,enterprise_value,equity_value,debt,valuation_basis,valuation_multiple,revenue,ebitda,realized_value,unrealized_value,total_value,thesis_commentary,irr,status
f50f3ed6-4858-4495-96e8-1257b0d67259,7b36c643-ea4b-4917-a059-d81606ee4dde,8a8aa9a1-68cf-451f-a568-416a65b1b49a,Pinterest,2024-01-01,2023-04-01,15770000.0,97277070.36,56643440.31,40633630.06,Revenue,11.7,8315755.83,1225717.56,0.0,56643440.31,56643440.31,Q update for Pinterest,4.4647,Unrealized
14f1a5ca-7dae-48ad-83a7-7100b3602c50,7b36c643-ea4b-4917-a059-d81606ee4dde,632e2097-d93a-4239-aada-ef808f225cad,Anthropic,2024-01-01,2023-07-01,23700000.0,521686.69,315947.38,205739.31,EBITDA,4.21,669703.41,123887.3,0.0,315947.38,315947.38,Q update for Anthropic,-0.9998,Unrealized
a901c8df-64d2-443d-8fcf-7e39b0920366,7b36c643-ea4b-4917-a059-d81606ee4dde,5ba1fb31-ffd6-42f7-b28a-e1b3f00bcae6,Adyen,2024-01-01,2024-01-01,24210000.0,57168364.61,46347421.26,10820943.35,EBITDA,8.17,23870000.0,6997037.75,0.0,46347421.26,46347421.26,Q update for Adyen,5.0000,Unrealized
d7b88a34-2c21-4b48-8015-d885c871bd78,62080673-3562-49ce-a716-b4b8ac04404c,2c3819c7-9805-4ada-a862-6ce6e8c09316,Workday,2024-04-01,2022-10-01,8360000.0,47933557.25,28090491.78,19843065.47,EBITDA,13.88,10790324.55,3452630.77,0.0,28090491.78,28090491.78,Q update for Workday,1.2430,Unrealized
e71dcfa1-eb57-46c7-80fc-b859eef7ca40,62080673-3562-49ce-a716-b4b8ac04404c,e2f1256a-84c2-4649-bdc8-a33bd4c93c53,Klarna,2024-04-01,2022-10-01,45040000.0,327593152.27,272464754.02,55128398.25,Revenue,6.77,48419514.8,5977395.16,0.0,272464754.02,272464754.02,Q update for Klarna,2.3191,Unrealized
46ef5d23-fd40-43e5-8d1a-b16802499a8b,62080673-3562-49ce-a716-b4b8ac04404c,8a8aa9a1-68cf-451f-a568-416a65b1b49a,Pinterest,2024-04-01,2023-04-01,17010000.0,75960520.22,48468948.68,27491571.54,Revenue,10.88,6984247.15,1698219.16,0.0,48468948.68,48468948.68,Q update for Pinterest,1.8433,Unrealized
6d8f4860-5a54-4da0-afee-cf937a2e534e,62080673-3562-49ce-a716-b4b8ac04404c,632e2097-d93a-4239-aada-ef808f225cad,Anthropic,2024-04-01,2023-07-01,23700000.0,1019332.16,730878.85,288453.31,EBITDA,4.46,664300.52,228356.12,0.0,730878.85,730878.85,Q update for Anthropic,-0.9902,Unrealized
0d4f2fdb-d175-48a0-b503-48f107781ca6,62080673-3562-49ce-a716-b4b8ac04404c,5ba1fb31-ffd6-42f7-b28a-e1b3f00bcae6,Adyen,2024-04-01,2024-01-01,24210000.0,51084444.59,29965179.7,21119264.89,EBITDA,7.93,24299684.66,6442779.72,0.0,29965179.7,29965179.7,Q update for Adyen,1.3538,Unrealized
c310e64b-659e-41d7-810a-577fe1947e5c,ffe6ff4c-ea5c-4778-858c-5393d17ba30f,2c3819c7-9805-4ada-a862-6ce6e8c09316,Workday,2024-07-01,2022-10-01,8360000.0,28358122.0,23593457.76,4764664.23,EBITDA,10.91,12080279.21,2600309.06,0.0,23593457.76,23593457.76,Q update for Workday,0.8095,Unrealized
336ee7cb-7a8d-4ca9-a3b3-6c25e9da1e6d,ffe6ff4c-ea5c-4778-858c-5393d17ba30f,e2f1256a-84c2-4649-bdc8-a33bd4c93c53,Klarna,2024-07-01,2022-10-01,45040000.0,347123334.55,256787104.73,90336229.82,Revenue,7.04,49276176.51,15781749.78,0.0,256787104.73,256787104.73,Q update for Klarna,1.7047,Unrealized
f59102ef-dae9-42ca-a8d2-ff4b9acfa5ef,ffe6ff4c-ea5c-4778-858c-5393d17ba30f,8a8aa9a1-68cf-451f-a568-416a65b1b49a,Pinterest,2024-07-01,2023-04-01,17010000.0,106122860.35,71812721.54,34310138.81,Revenue,13.04,8138759.04,2116254.69,0.0,71812721.54,71812721.54,Q update for Pinterest,2.1617,Unrealized
62d0ba87-d650-416b-81e6-048777677a9c,ffe6ff4c-ea5c-4778-858c-5393d17ba30f,632e2097-d93a-4239-aada-ef808f225cad,Anthropic,2024-07-01,2023-07-01,23700000.0,332051.35,181677.64,150373.71,EBITDA,4.28,664653.64,77522.91,0.0,181677.64,181677.64,Q update for Anthropic,-0.9923,Unrealized
e7a267c8-0cf8-4adb-b2a2-b7e47a20317c,2c0981f8-54ac-43f7-9ba7-cbb71334b5bd,2c3819c7-9805-4ada-a862-6ce6e8c09316,Workday,2024-10-01,2022-10-01,8360000.0,57546223.4,31470857.0,26075366.4,EBITDA,12.38,14885216.76,4649315.95,0.0,31470857.0,31470857.0,Q update for Workday,0.9393,Unrealized
67384dde-6fb0-4c51-84bb-fbbc2cf7d24e,2c0981f8-54ac-43f7-9ba7-cbb71334b5bd,e2f1256a-84c2-4649-bdc8-a33bd4c93c53,Klarna,2024-10-01,2022-10-01,49600000.0,282464522.4,168631931.32,113832591.08,Revenue,6.34,44582422.76,8835325.73,0.0,168631931.32,168631931.32,Q update for Klarna,0.8431,Unrealized
bb01f8fa-cb63-4025-9ea0-f7a5d18524bd,2c0981f8-54ac-43f7-9ba7-cbb71334b5bd,8a8aa9a1-68cf-451f-a568-416a65b1b49a,Pinterest,2024-10-01,2023-04-01,17010000.0,142344431.56,85595912.34,56748519.22,Revenue,14.56,9774718.38,1230405.71,0.0,85595912.34,85595912.34,Q update for Pinterest,1.9300,Unrealized
29138d16-13f3-4b87-aca1-dbd73967c662,2c0981f8-54ac-43f7-9ba7-cbb71334b5bd,632e2097-d93a-4239-aada-ef808f225cad,Anthropic,2024-10-01,2023-07-01,23700000.0,840612.28,687951.57,152660.71,EBITDA,4.72,733542.12,178191.15,0.0,687951.57,687951.57,Q update for Anthropic,-0.9406,Unrealized
bf1a1f2e-f827-464d-963e-0e25c68371ab,74f201a1-9f0e-47a8-9815-3f53693de457,2c3819c7-9805-4ada-a862-6ce6e8c09316,Workday,2025-01-01,2022-10-01,8360000.0,33156756.22,19456709.51,13700046.71,EBITDA,10.39,15036055.33,3189937.65,0.0,19456709.51,19456709.51,Q update for Workday,0.4548,Unrealized
b0e74a70-106a-4cb7-92a0-39c4e2a18698,74f201a1-9f0e-47a8-9815-3f53693de457,e2f1256a-84c2-4649-bdc8-a33bd4c93c53,Klarna,2025-01-01,2022-10-01,49600000.0,386990107.61,266817613.96,120172493.64,Revenue,8.38,46169716.03,5845306.78,0.0,266817613.96,266817613.96,Q update for Klarna,1.1101,Unrealized
3d626e3f-9f7f-4746-9dc3-56ef20040d08,74f201a1-9f0e-47a8-9815-3f53693de457,8a8aa9a1-68cf-451f-a568-416a65b1b49a,Pinterest,2025-01-01,2023-04-01,19550000.0,81737942.08,63139391.83,18598550.26,Revenue,10.35,7897724.15,1649266.18,0.0,63139391.83,63139391.83,Q update for Pinterest,0.9504,Unrealized
34b43306-0dbc-4f2e-8a4d-a48e5895c3cf,74f201a1-9f0e-47a8-9815-3f53693de457,b386bfd5-f321-4a4d-b07a-0b8b85ceb275,Twilio,2025-01-01,2025-01-01,9380000.0,56379936.13,31995214.43,24384721.69,EBITDA,14.37,33810000.0,3922550.05,0.0,31995214.43,31995214.43,Q update for Twilio,5.0000,Unrealized
181ecf3c-5047-435f-8c0a-890c3d5eef50,74f201a1-9f0e-47a8-9815-3f53693de457,632e2097-d93a-4239-aada-ef808f225cad,Anthropic,2025-01-01,2023-07-01,23700000.0,996002.41,850721.88,145280.53,EBITDA,4.43,888921.95,224766.02,0.0,850721.88,850721.88,Q update for Anthropic,-0.8902,Unrealized
9d220b7a-3e4d-480d-ae0b-cc5a799808b1,74f201a1-9f0e-47a8-9815-3f53693de457,5ba1fb31-ffd6-42f7-b28a-e1b3f00bcae6,Adyen,2025-01-01,2024-01-01,24210000.0,41273329.74,36077442.01,5195887.73,EBITDA,8.13,25244849.65,5079055.82,0.0,36077442.01,36077442.01,Q update for Adyen,0.4890,Unrealized
dfae51f8-a956-46fa-bdae-ac5e335b2ac0,4fa904ad-0503-4183-abc8-754d1f3e288b,2c3819c7-9805-4ada-a862-6ce6e8c09316,Workday,2025-04-01,2022-10-01,8360000.0,31770220.22,20646949.31,11123270.91,EBITDA,10.18,13344611.92,3121797.02,0.0,20646949.31,20646949.31,Q update for Workday,0.4358,Unrealized
e34c3c8a-d0cc-4df8-a3b4-0bc39c2969a2,4fa904ad-0503-4183-abc8-754d1f3e288b,e2f1256a-84c2-4649-bdc8-a33bd4c93c53,Klarna,2025-04-01,2022-10-01,49600000.0,407755154.05,244995871.75,162759282.29,Revenue,6.35,64220253.3,17013713.1,0.0,244995871.75,244995871.75,Q update for Klarna,0.8946,Unrealized
47e02aa8-764d-40cc-be3a-df04209d073f,4fa904ad-0503-4183-abc8-754d1f3e288b,8a8aa9a1-68cf-451f-a568-416a65b1b49a,Pinterest,2025-04-01,2023-04-01,19550000.0,117817343.33,74263799.91,43553543.42,Revenue,13.32,8847734.29,2681611.87,0.0,74263799.91,74263799.91,Q update for Pinterest,0.9481,Unrealized
db8fc4f9-619e-45d8-80ca-1ea1e011a102,4fa904ad-0503-4183-abc8-754d1f3e288b,b386bfd5-f321-4a4d-b07a-0b8b85ceb275,Twilio,2025-04-01,2025-01-01,9380000.0,88393895.82,73893642.44,14500253.38,EBITDA,12.72,35019860.77,6948283.76,0.0,73893642.44,73893642.44,Q update for Twilio,5.0000,Unrealized
c70508c5-75a5-48e4-b5b9-1cac126c15cf,4fa904ad-0503-4183-abc8-754d1f3e288b,632e2097-d93a-4239-aada-ef808f225cad,Anthropic,2025-04-01,2023-07-01,23700000.0,851681.4,566971.58,284709.81,EBITDA,4.0,764822.22,212955.38,0.0,566971.58,566971.58,Q update for Anthropic,-0.8812,Unrealized
ecf43eea-1933-4c25-846b-f75dee18d27b,4fa904ad-0503-4183-abc8-754d1f3e288b,5ba1fb31-ffd6-42f7-b28a-e1b3f00bcae6,Adyen,2025-04-01,2024-01-01,26500000.0,29560074.18,20506610.46,9053463.72,EBITDA,7.84,27337472.62,3770403.89,0.0,20506610.46,20506610.46,Q update for Adyen,-0.1857,Unrealized
7626be46-3e1a-43f9-b87d-653d3349aaff,40b865c8-c733-44c0-b9fb-3b7742d8df28,2c3819c7-9805-4ada-a862-6ce6e8c09316,Workday,2025-07-01,2022-10-01,8360000.0,39005548.45,34341768.29,4663780.15,EBITDA,10.41,14573949.67,3748357.27,0.0,34341768.29,34341768.29,Q update for Workday,0.6720,Unrealized
8c3d5cd9-a2fe-4295-9fe9-7f6aa3388d9e,40b865c8-c733-44c0-b9fb-3b7742d8df28,e2f1256a-84c2-4649-bdc8-a33bd4c93c53,Klarna,2025-07-01,2022-10-01,49600000.0,370635181.47,0.0,152965094.54,Revenue,7.25,51089012.93,5569073.38,200765512.63,0.0,200765512.63,Q update for Klarna,0.6630,Realized
952ebcaa-a20f-48a8-beb1-5b2b6e8d4d49,40b865c8-c733-44c0-b9fb-3b7742d8df28,8a8aa9a1-68cf-451f-a568-416a65b1b49a,Pinterest,2025-07-01,2023-04-01,19550000.0,80346692.4,52471415.09,27875277.31,Revenue,11.22,7162145.65,2360046.75,0.0,52471415.09,52471415.09,Q update for Pinterest,0.5507,Unrealized
3101cbd9-0f43-4a21-aac6-9190693c1150,40b865c8-c733-44c0-b9fb-3b7742d8df28,b386bfd5-f321-4a4d-b07a-0b8b85ceb275,Twilio,2025-07-01,2025-01-01,13710000.0,71987976.29,40557648.73,31430327.57,EBITDA,11.31,38310044.04,6365071.76,0.0,40557648.73,40557648.73,Q update for Twilio,5.0000,Unrealized
b0bcc7e5-1fbf-4839-b2ba-22e50d0dc5f6,40b865c8-c733-44c0-b9fb-3b7742d8df28,632e2097-d93a-4239-aada-ef808f225cad,Anthropic,2025-07-01,2023-07-01,23700000.0,916541.61,513928.89,402612.72,EBITDA,3.74,858128.01,245043.98,0.0,513928.89,513928.89,Q update for Anthropic,-0.8525,Unrealized
ff68a8e7-e05f-42b5-aab8-8300749fa9b2,40b865c8-c733-44c0-b9fb-3b7742d8df28,5ba1fb31-ffd6-42f7-b28a-e1b3f00bcae6,Adyen,2025-07-01,2024-01-01,26500000.0,97342005.38,48802352.54,48539652.83,EBITDA,8.35,34477282.35,11664570.42,0.0,48802352.54,48802352.54,Q update for Adyen,0.5034,Unrealized
dc14acee-f3a0-4ec5-9551-1e3b10cf44ed,85161cec-94fb-4e1d-b514-1d02268a6c70,2c3819c7-9805-4ada-a862-6ce6e8c09316,Workday,2025-10-01,2022-10-01,8360000.0,42613041.1,36322253.84,6290787.26,EBITDA,10.08,18514546.85,4226548.55,0.0,36322253.84,36322253.84,Q update for Workday,0.6316,Unrealized
ce4fded2-a732-4537-951d-ca37a67c295a,85161cec-94fb-4e1d-b514-1d02268a6c70,65845fb7-ef75-401c-b4e0-004eec01ed05,Dataminr,2025-10-01,2025-10-01,2620000.0,62821212.29,38958296.21,23862916.08,EBITDA,8.71,39970000.0,7213561.33,0.0,38958296.21,38958296.21,Q update for Dataminr,5.0000,Unrealized
3d2379d5-fcfc-41fa-9c12-710796d9dd94,85161cec-94fb-4e1d-b514-1d02268a6c70,e2f1256a-84c2-4649-bdc8-a33bd4c93c53,Klarna,2025-10-01,2022-10-01,49600000.0,350302794.71,197737203.63,152565591.07,Revenue,5.91,59252383.97,9429911.91,200765512.63,197737203.63,398502716.26,Q update for Klarna,1.0025,Unrealized
854c71d1-828f-487d-af4c-1a8c7fdbee63,85161cec-94fb-4e1d-b514-1d02268a6c70,8a8aa9a1-68cf-451f-a568-416a65b1b49a,Pinterest,2025-10-01,2023-04-01,19550000.0,161829633.83,137834939.92,23994693.91,Revenue,14.44,11209126.82,1605711.02,0.0,137834939.92,137834939.92,Q update for Pinterest,1.1825,Unrealized
1d4a0493-95cf-410f-8611-1100e4ceb0c7,85161cec-94fb-4e1d-b514-1d02268a6c70,b386bfd5-f321-4a4d-b07a-0b8b85ceb275,Twilio,2025-10-01,2025-01-01,13710000.0,109793183.78,61473171.67,48320012.11,EBITDA,11.55,37943829.06,9509932.58,0.0,61473171.67,61473171.67,Q update for Twilio,5.0000,Unrealized
d2d6b7f4-7aa2-4ea9-aecd-238f22f57fae,85161cec-94fb-4e1d-b514-1d02268a6c70,632e2097-d93a-4239-aada-ef808f225cad,Anthropic,2025-10-01,2023-07-01,23700000.0,1361365.29,943868.06,417497.22,EBITDA,4.12,1119534.86,330496.84,0.0,943868.06,943868.06,Q update for Anthropic,-0.7608,Unrealized
6ed13c85-b1a8-44b1-b618-2dd439353540,85161cec-94fb-4e1d-b514-1d02268a6c70,5ba1fb31-ffd6-42f7-b28a-e1b3f00bcae6,Adyen,2025-10-01,2024-01-01,26500000.0,57299145.51,47579473.36,9719672.15,EBITDA,8.61,27037859.56,6651724.58,0.0,47579473.36,47579473.36,Q update for Adyen,0.3973,Unrealized
0d3039e9-913b-41a9-819c-3379b7f88c9a,ffd63f21-e792-40bf-9efa-0ba92c85863a,4252cd1e-8a5e-4557-aa94-06543eb2954a,Cloudflare,2022-10-01,2022-10-01,42190000.0,21280953.05,19033921.1,2247031.95,Revenue,7.66,2780000.0,793127.04,0.0,19033921.1,19033921.1,Q update for Cloudflare,-1.0000,Unrealized
283b38e0-0da6-4920-a6c3-75e2777804ef,565d5abf-1c9d-41e7-b3cf-59b02b511ca0,4a690e1c-20ce-4dd4-85ff-c65c47804936,Atlassian,2023-01-01,2023-01-01,40570000.0,75185653.89,50397799.04,24787854.85,EBITDA,11.39,20140000.0,6603642.17,0.0,50397799.04,50397799.04,Q update for Atlassian,5.0000,Unrealized
ec66ec37-b9d4-425e-af04-4afac78e9811,565d5abf-1c9d-41e7-b3cf-59b02b511ca0,6aa4d500-3647-457a-a8b1-f2cd48acb7c3,Postman,2023-01-01,2023-01-01,4260000.0,57007608.04,31322248.68,25685359.36,EBITDA,6.29,26220000.0,9057514.82,0.0,31322248.68,31322248.68,Q update for Postman,5.0000,Unrealized
681c639b-21db-4fa9-8490-514f061d3dbf,565d5abf-1c9d-41e7-b3cf-59b02b511ca0,4252cd1e-8a5e-4557-aa94-06543eb2954a,Cloudflare,2023-01-01,2022-10-01,42190000.0,20357616.69,10247300.25,10110316.44,Revenue,6.93,2939132.21,957077.25,0.0,10247300.25,10247300.25,Q update for Cloudflare,-0.9964,Unrealized
c478aa6f-3f8b-46b2-b13f-d06a29fdf79c,c526ccec-e416-4697-b1ab-79390e05f849,4a690e1c-20ce-4dd4-85ff-c65c47804936,Atlassian,2023-04-01,2023-01-01,40570000.0,34179627.35,17489474.35,16690153.0,EBITDA,10.63,20644305.18,3214060.29,0.0,17489474.35,17489474.35,Q update for Atlassian,-0.9671,Unrealized
0292d0b1-7b3f-4ba7-9fee-5940996bbd79,c526ccec-e416-4697-b1ab-79390e05f849,6aa4d500-3647-457a-a8b1-f2cd48acb7c3,Postman,2023-04-01,2023-01-01,4260000.0,35813704.0,32051212.07,3762491.93,EBITDA,6.81,27605370.85,5255811.53,0.0,32051212.07,32051212.07,Q update for Postman,5.0000,Unrealized
61189d51-6a9a-4d1b-aab9-be4f2b90d840,c526ccec-e416-4697-b1ab-79390e05f849,5e3210bf-60a4-4ca3-94ce-14b0fee75c96,Snowflake Data Exchange,2023-04-01,2020-04-01,5360000.0,75532316.59,64258142.0,11274174.59,Revenue,7.48,10098735.79,2664971.12,0.0,64258142.0,64258142.0,Q update for Snowflake Data Exchange,1.2900,Unrealized
f187d846-ea9c-4f16-80b5-f9d130e52234,aa720879-2213-4cda-8280-1ef915e3b4dd,4a690e1c-20ce-4dd4-85ff-c65c47804936,Atlassian,2023-07-01,2023-01-01,40570000.0,29687926.59,24385428.88,5302497.71,EBITDA,9.08,21952170.21,3270211.27,0.0,24385428.88,24385428.88,Q update for Atlassian,-0.6420,Unrealized
f7d5f8ab-c35f-48c7-864b-b626425039db,aa720879-2213-4cda-8280-1ef915e3b4dd,6aa4d500-3647-457a-a8b1-f2cd48acb7c3,Postman,2023-07-01,2023-01-01,6010000.0,22788256.0,13374569.99,9413686.01,EBITDA,6.08,28985743.44,3745265.27,0.0,13374569.99,13374569.99,Q update for Postman,4.0240,Unrealized
93de1d31-ab4f-4f8a-b564-745d8c5677c2,aa720879-2213-4cda-8280-1ef915e3b4dd,5e3210bf-60a4-4ca3-94ce-14b0fee75c96,Snowflake Data Exchange,2023-07-01,2020-04-01,5360000.0,102342581.33,82994998.3,19347583.04,Revenue,5.44,18802354.62,2707067.26,0.0,82994998.3,82994998.3,Q update for Snowflake Data Exchange,1.3251,Unrealized
2f60fb4e-3ba1-48aa-951f-2e070326372b,fa5128b6-511a-47ad-8bdb-f2baf05f658c,4a690e1c-20ce-4dd4-85ff-c65c47804936,Atlassian,2023-10-01,2023-01-01,40570000.0,80054107.66,63086912.75,16967194.91,EBITDA,10.01,23604086.37,7999841.6,0.0,63086912.75,63086912.75,Q update for Atlassian,0.8052,Unrealized
5b1c0044-c786-4449-83f4-f6934b2ae7f4,fa5128b6-511a-47ad-8bdb-f2baf05f658c,6aa4d500-3647-457a-a8b1-f2cd48acb7c3,Postman,2023-10-01,2023-01-01,6010000.0,26806488.18,18645333.43,8161154.75,EBITDA,6.72,29652378.25,3988862.15,0.0,18645333.43,18645333.43,Q update for Postman,3.5483,Unrealized
b1d8c49a-fa9d-4dd5-9ae6-5e9612f26b18,fa5128b6-511a-47ad-8bdb-f2baf05f658c,5e3210bf-60a4-4ca3-94ce-14b0fee75c96,Snowflake Data Exchange,2023-10-01,2020-04-01,5360000.0,62162341.8,40700548.37,21461793.43,Revenue,6.03,10300509.21,3128857.55,0.0,40700548.37,40700548.37,Q update for Snowflake Data Exchange,0.7850,Unrealized
98d5ce84-3a3a-4979-94fd-ecc94331b5ec,68e65d31-9a90-4ec0-86e7-3b9c06e239f1,4a690e1c-20ce-4dd4-85ff-c65c47804936,Atlassian,2024-01-01,2023-01-01,40570000.0,42493031.29,33715117.95,8777913.34,EBITDA,11.05,25698687.77,3846002.7,0.0,33715117.95,33715117.95,Q update for Atlassian,-0.1691,Unrealized
0118bd23-4830-48ba-8d15-7dfa8aa87da7,68e65d31-9a90-4ec0-86e7-3b9c06e239f1,6aa4d500-3647-457a-a8b1-f2cd48acb7c3,Postman,2024-01-01,2023-01-01,6010000.0,53703908.5,34413109.7,19290798.79,EBITDA,6.92,31421536.45,7763768.93,0.0,34413109.7,34413109.7,Q update for Postman,4.7328,Unrealized
64a60ba8-c192-45b8-af61-c4b7649e979d,68e65d31-9a90-4ec0-86e7-3b9c06e239f1,5e3210bf-60a4-4ca3-94ce-14b0fee75c96,Snowflake Data Exchange,2024-01-01,2020-04-01,5360000.0,49587169.49,43948586.67,5638582.82,Revenue,5.4,9189125.97,2728387.56,0.0,43948586.67,43948586.67,Q update for Snowflake Data Exchange,0.7523,Unrealized
b6f861bf-725c-4a09-9998-4f6a172ee2ec,1abf4a6b-5de2-4516-bf37-c7b7fcb94574,4a690e1c-20ce-4dd4-85ff-c65c47804936,Atlassian,2024-04-01,2023-01-01,40570000.0,31903644.0,27219352.94,4684291.07,EBITDA,9.31,20912969.39,3426140.3,0.0,27219352.94,27219352.94,Q update for Atlassian,-0.2736,Unrealized
